Investor.Name,Portfolio.Name,ISIN,MarketValue,Currency
Mock investor,Mock portfolio,IL0010811656,571342.22,USD
Mock investor,Mock portfolio,IL0010823123,547207.94,USD
Mock investor,Mock portfolio,IL0001260111,516355.24,USD
Mock investor,Mock portfolio,IL0025902482,484662.38,USD
Mock investor,Mock portfolio,IL0011015349,482390.49,USD
Mock investor,Mock portfolio,IL0007150118,482332.88,USD
Mock investor,Mock portfolio,IL0010818685,479233.23,USD
Mock investor,Mock portfolio,IL0011681371,465890.68,USD
Mock investor,Mock portfolio,IL0007310183,458767.57,USD
Mock investor,Mock portfolio,IL0010827181,452493.3,USD
Mock investor,Mock portfolio,IL0010985658,450246.43,USD
Mock investor,Mock portfolio,IL0010940448,433884.46,USD
Mock investor,Mock portfolio,IL0011754137,424795.78,USD
Mock investor,Mock portfolio,IL0006130343,407001.32,USD
Mock investor,Mock portfolio,IL0006990175,404295.66,USD
Mock investor,Mock portfolio,IL0002580129,401261.08,USD
Mock investor,Mock portfolio,IL0011754889,391643.88,USD
Mock investor,Mock portfolio,IL0011612640,364857.02,USD
Mock investor,Mock portfolio,IL0010852080,343832.3,USD
Mock investor,Mock portfolio,IL0011590374,296612.52,USD
Mock investor,Mock portfolio,IL0011794802,287292.44,USD
Mock investor,Mock portfolio,IL0011751166,280997.9,USD
Mock investor,Mock portfolio,IL0011295016,280869.1,USD
Mock investor,Mock portfolio,IL0003680191,277205.05,USD
Mock investor,Mock portfolio,IL0011021289,271163.51,USD
Mock investor,Mock portfolio,LU2263803020,270132.72,USD
Mock investor,Mock portfolio,IL0001560189,264787.14,USD
Mock investor,Mock portfolio,IL0011259137,260479.8,USD
Mock investor,Mock portfolio,IL0011667685,240987.26,USD
Mock investor,Mock portfolio,IL0006430156,221685.97,USD
Mock investor,Mock portfolio,US0669224778,210000,USD
Mock investor,Mock portfolio,IL0010825102,207941.83,USD
Mock investor,Mock portfolio,IL0011407140,179006.73,USD
Mock investor,Mock portfolio,IL0011418113,162136.91,USD
Mock investor,Mock portfolio,-,150901.88,USD
Mock investor,Mock portfolio,IL0011786493,145410,USD
Mock investor,Mock portfolio,-,40062.08,USD
Mock investor,Mock portfolio,-,25318.19,USD
Mock investor,Mock portfolio,-,17305.79,USD
Mock investor,Mock portfolio,IL0006860147,34.97,USD
Mock investor,Mock portfolio,NL0009690619,39.44,USD
Mock investor,Mock portfolio,DE000C47BQN9,0,USD
Mock investor,Mock portfolio,US0412421085,5.69,USD
Mock investor,Mock portfolio,-,-65541.78,USD
Mock investor,Mock portfolio,IT0003128367,98089807.65,USD
Mock investor,Mock portfolio,IT0000072618,64892181.83,USD
Mock investor,Mock portfolio,NL00150001Q9,58658385.27,USD
Mock investor,Mock portfolio,IT0003132476,53483226.98,USD
Mock investor,Mock portfolio,IT0005239360,34397861.65,USD
Mock investor,Mock portfolio,NL0010545661,29897165.02,USD
Mock investor,Mock portfolio,IT0000062072,28998026.61,USD
Mock investor,Mock portfolio,NL0011585146,28086918.13,USD
Mock investor,Mock portfolio,IT0004965148,23593153.29,USD
Mock investor,Mock portfolio,IT0003153415,19910735.11,USD
Mock investor,Mock portfolio,IT0003242622,18650780.06,USD
Mock investor,Mock portfolio,IT0000072170,17332799.55,USD
Mock investor,Mock portfolio,NL0012059018,16644986.25,USD
Mock investor,Mock portfolio,IT0003506190,16296568.2,USD
Mock investor,Mock portfolio,IT0004176001,15857355.93,USD
Mock investor,Mock portfolio,NL0015435975,13554405.73,USD
Mock investor,Mock portfolio,IT0000062957,12719853.72,USD
Mock investor,Mock portfolio,IT0005366767,12525333.57,USD
Mock investor,Mock portfolio,IT0003796171,12154395.65,USD
Mock investor,Mock portfolio,IT0004056880,11962585.32,USD
Mock investor,Mock portfolio,IT0003828271,11837173.37,USD
Mock investor,Mock portfolio,LU0156801721,9486505.49,USD
Mock investor,Mock portfolio,IT0003497168,9309471.7,USD
Mock investor,Mock portfolio,IT0003492391,8791120.85,USD
Mock investor,Mock portfolio,IT0005090300,7721554.11,USD
Mock investor,Mock portfolio,-,650209.16,USD
Mock investor,Mock portfolio,US0669224778,340000,USD
Mock investor,Mock portfolio,-,95524.8,USD
Mock investor,Mock portfolio,IT0018163961,0,USD
Mock investor,Mock portfolio,-,-3.35,USD
Mock investor,Mock portfolio,-,-1350.38,USD
Mock investor,Mock portfolio,-,-537790.83,USD
Mock investor,Mock portfolio,JP3633400001,588139441.62,USD
Mock investor,Mock portfolio,JP3435000009,480966458.25,USD
Mock investor,Mock portfolio,JP3236200006,370456733.27,USD
Mock investor,Mock portfolio,JP3571400005,260476284.66,USD
Mock investor,Mock portfolio,JP3970300004,249146604.14,USD
Mock investor,Mock portfolio,JP3902900004,201185620.27,USD
Mock investor,Mock portfolio,JP3371200001,185888862.84,USD
Mock investor,Mock portfolio,JP3436100006,172629952.67,USD
Mock investor,Mock portfolio,JP3481800005,171486440.02,USD
Mock investor,Mock portfolio,JP3837800006,166620242.28,USD
Mock investor,Mock portfolio,JP3734800000,159426928.92,USD
Mock investor,Mock portfolio,JP3788600009,158872979.9,USD
Mock investor,Mock portfolio,JP3756600007,157984585.99,USD
Mock investor,Mock portfolio,JP3496400007,142873686.77,USD
Mock investor,Mock portfolio,JP3854600008,138697442.58,USD
Mock investor,Mock portfolio,JP3914400001,138506036.21,USD
Mock investor,Mock portfolio,JP3890350006,135566198.6,USD
Mock investor,Mock portfolio,JP3475350009,135014245.8,USD
Mock investor,Mock portfolio,JP3463000004,130718548.91,USD
Mock investor,Mock portfolio,JP3802400006,123133237.81,USD
Mock investor,Mock portfolio,JP3898400001,121524022.4,USD
Mock investor,Mock portfolio,JP3162600005,117912813.16,USD
Mock investor,Mock portfolio,JP3893600001,111936547.7,USD
Mock investor,Mock portfolio,JP3143600009,110111826.67,USD
Mock investor,Mock portfolio,JP3732000009,110039546.7,USD
Mock investor,Mock portfolio,JP3551500006,108807104.34,USD
Mock investor,Mock portfolio,JP3735400008,106816334.51,USD
Mock investor,Mock portfolio,JP3910660004,105714593.37,USD
Mock investor,Mock portfolio,JP3198900007,102250918.33,USD
Mock investor,Mock portfolio,JP3818000006,102235169.99,USD
Mock investor,Mock portfolio,JP3802300008,100725595.94,USD
Mock investor,Mock portfolio,JP3422950000,100394672.22,USD
Mock investor,Mock portfolio,JP3885780001,92936269.84,USD
Mock investor,Mock portfolio,JP3942400007,91725239.68,USD
Mock investor,Mock portfolio,JP3546800008,82597420.87,USD
Mock investor,Mock portfolio,JP3814000000,80954612.48,USD
Mock investor,Mock portfolio,JP3201200007,77054192.18,USD
Mock investor,Mock portfolio,JP3200450009,75510179.76,USD
Mock investor,Mock portfolio,JP3205800000,75340077.29,USD
Mock investor,Mock portfolio,JP3830800003,74392939.95,USD
Mock investor,Mock portfolio,JP3242800005,73784841.74,USD
Mock investor,Mock portfolio,JP3866800000,73575697.76,USD
Mock investor,Mock portfolio,JP3726800000,73403141.42,USD
Mock investor,Mock portfolio,JP3902400005,70107551.13,USD
Mock investor,Mock portfolio,JP3979200007,70055959.36,USD
Mock investor,Mock portfolio,JP3266400005,69077879.38,USD
Mock investor,Mock portfolio,JP3351100007,68746515.57,USD
Mock investor,Mock portfolio,JP3351600006,67623962.49,USD
Mock investor,Mock portfolio,JP3435750009,67374971.99,USD
Mock investor,Mock portfolio,JP3519400000,66101602.19,USD
Mock investor,Mock portfolio,JP3304200003,62110372.11,USD
Mock investor,Mock portfolio,JP3476480003,61567034.43,USD
Mock investor,Mock portfolio,JP3249600002,60807555.9,USD
Mock investor,Mock portfolio,JP3358000002,59826338.41,USD
Mock investor,Mock portfolio,JP3566800003,58179210.63,USD
Mock investor,Mock portfolio,JP3752900005,57837389.26,USD
Mock investor,Mock portfolio,JP3122400009,57332551.78,USD
Mock investor,Mock portfolio,JP3347200002,56643220.01,USD
Mock investor,Mock portfolio,JP3783600004,56292861.79,USD
Mock investor,Mock portfolio,JP3197800000,55968946.2,USD
Mock investor,Mock portfolio,JP3893200000,55025908.56,USD
Mock investor,Mock portfolio,JP3116000005,53743946.85,USD
Mock investor,Mock portfolio,JP3951600000,53182883.07,USD
Mock investor,Mock portfolio,JP3592200004,50998810.3,USD
Mock investor,Mock portfolio,JP3404600003,50436869.87,USD
Mock investor,Mock portfolio,JP3899600005,49664822.2,USD
Mock investor,Mock portfolio,JP3505000004,49309035.65,USD
Mock investor,Mock portfolio,JP3778630008,47361761.21,USD
Mock investor,Mock portfolio,JP3933800009,47090951.15,USD
Mock investor,Mock portfolio,JP3164720009,47078680.04,USD
Mock investor,Mock portfolio,JP3388200002,46652059.4,USD
Mock investor,Mock portfolio,JP3877600001,46117703.1,USD
Mock investor,Mock portfolio,JP3538800008,45978099.08,USD
Mock investor,Mock portfolio,JP3421800008,44245304.16,USD
Mock investor,Mock portfolio,JP3762800005,43618620.29,USD
Mock investor,Mock portfolio,JP3397200001,43022703.31,USD
Mock investor,Mock portfolio,JP3119600009,42997718.73,USD
Mock investor,Mock portfolio,JP3188220002,42886521.64,USD
Mock investor,Mock portfolio,JP3381000003,42319796.75,USD
Mock investor,Mock portfolio,JP3890310000,41659721.77,USD
Mock investor,Mock portfolio,JP3165700000,41008987.89,USD
Mock investor,Mock portfolio,JP3160400002,40829029.57,USD
Mock investor,Mock portfolio,JP3165000005,40631966.05,USD
Mock investor,Mock portfolio,JP3762600009,40568188.27,USD
Mock investor,Mock portfolio,JP3420600003,40066174.29,USD
Mock investor,Mock portfolio,JP3258000003,40017932.35,USD
Mock investor,Mock portfolio,JP3173400007,39559202.81,USD
Mock investor,Mock portfolio,JP3753000003,37313012.9,USD
Mock investor,Mock portfolio,JP3240400006,36973652.9,USD
Mock investor,Mock portfolio,JP3756100008,36378099.08,USD
Mock investor,Mock portfolio,JP3111200006,35702898.7,USD
Mock investor,Mock portfolio,JP3932000007,35680083.37,USD
Mock investor,Mock portfolio,JP3634600005,35441613.48,USD
Mock investor,Mock portfolio,JP3885400006,35381042.94,USD
Mock investor,Mock portfolio,JP3733000008,35160218.84,USD
Mock investor,Mock portfolio,JP3386450005,34753184.82,USD
Mock investor,Mock portfolio,JP3892100003,34161067.92,USD
Mock investor,Mock portfolio,JP3672400003,33958074.42,USD
Mock investor,Mock portfolio,JP3183200009,33800741.61,USD
Mock investor,Mock portfolio,JP3814800003,33332134.95,USD
Mock investor,Mock portfolio,JP3684000007,33242447.14,USD
Mock investor,Mock portfolio,-,32953110.39,USD
Mock investor,Mock portfolio,JP3906000009,31247939.73,USD
Mock investor,Mock portfolio,JP3357200009,30300798.92,USD
Mock investor,Mock portfolio,JP3407400005,29779050.41,USD
Mock investor,Mock portfolio,JP3635000007,29718292.74,USD
Mock investor,Mock portfolio,JP3758190007,28886603.27,USD
Mock investor,Mock portfolio,JP3862400003,28783642.92,USD
Mock investor,Mock portfolio,JP3897700005,28707047.02,USD
Mock investor,Mock portfolio,JP3402600005,28361599.58,USD
Mock investor,Mock portfolio,JP3112000009,27951778.04,USD
Mock investor,Mock portfolio,JP3197600004,27842000.78,USD
Mock investor,Mock portfolio,JP3409000001,27571060.74,USD
Mock investor,Mock portfolio,JP3659000008,27300733.79,USD
Mock investor,Mock portfolio,JP3771800004,27051330.81,USD
Mock investor,Mock portfolio,JP3294460005,26994961.57,USD
Mock investor,Mock portfolio,JP3548600000,26525422.26,USD
Mock investor,Mock portfolio,JP3967200001,26372991.19,USD
Mock investor,Mock portfolio,JP3027670003,26217011.85,USD
Mock investor,Mock portfolio,JP3497400006,24986670.14,USD
Mock investor,Mock portfolio,JP3621000003,24883583.34,USD
Mock investor,Mock portfolio,JP3502200003,24694595.89,USD
Mock investor,Mock portfolio,JP3500610005,24249853.15,USD
Mock investor,Mock portfolio,JP3982800009,24212244.37,USD
Mock investor,Mock portfolio,JP3385980002,23479223.66,USD
Mock investor,Mock portfolio,JP3749400002,23477040.51,USD
Mock investor,Mock portfolio,JP3551520004,23317181.19,USD
Mock investor,Mock portfolio,JP3162770006,22728728.24,USD
Mock investor,Mock portfolio,JP3486800000,22599036.08,USD
Mock investor,Mock portfolio,JP3637300009,22567956.23,USD
Mock investor,Mock portfolio,JP3689050007,22493527.85,USD
Mock investor,Mock portfolio,JP3900000005,22462552.21,USD
Mock investor,Mock portfolio,JP3047510007,22348722.16,USD
Mock investor,Mock portfolio,JP3256000005,22291155.4,USD
Mock investor,Mock portfolio,JP3047550003,22174616.82,USD
Mock investor,Mock portfolio,JP3918000005,22092589.64,USD
Mock investor,Mock portfolio,JP3137200006,21953059.79,USD
Mock investor,Mock portfolio,JP3942800008,21632591.72,USD
Mock investor,Mock portfolio,JP3027680002,21474629.85,USD
Mock investor,Mock portfolio,JP3626800001,21434106.2,USD
Mock investor,Mock portfolio,JP3670800006,21405236.42,USD
Mock investor,Mock portfolio,JP3401400001,21238982.24,USD
Mock investor,Mock portfolio,JP3820000002,21034223.44,USD
Mock investor,Mock portfolio,JP3539220008,20825690.59,USD
Mock investor,Mock portfolio,JP3940000007,20735792.63,USD
Mock investor,Mock portfolio,JP3322930003,20557702.23,USD
Mock investor,Mock portfolio,JP3526600006,20549954.41,USD
Mock investor,Mock portfolio,JP3311400000,20385749.64,USD
Mock investor,Mock portfolio,JP3931600005,20320437.67,USD
Mock investor,Mock portfolio,JP3573000001,20316488.21,USD
Mock investor,Mock portfolio,JP3436120004,20227835.09,USD
Mock investor,Mock portfolio,JP3104890003,20221939.99,USD
Mock investor,Mock portfolio,JP3046390005,20122239.59,USD
Mock investor,Mock portfolio,JP3574200006,20114586.43,USD
Mock investor,Mock portfolio,JP3942600002,20089097.3,USD
Mock investor,Mock portfolio,JP3228600007,19901946.07,USD
Mock investor,Mock portfolio,JP3774200004,19713903,USD
Mock investor,Mock portfolio,JP3596200000,19684468.76,USD
Mock investor,Mock portfolio,JP3419400001,19082302.98,USD
Mock investor,Mock portfolio,JP3148800000,18983665.49,USD
Mock investor,Mock portfolio,JP3386030005,18980996.48,USD
Mock investor,Mock portfolio,JP3973400009,18887471.67,USD
Mock investor,Mock portfolio,JP3180400008,18761551.82,USD
Mock investor,Mock portfolio,JP3039710003,18226207.29,USD
Mock investor,Mock portfolio,JP3048110005,18083157.48,USD
Mock investor,Mock portfolio,JP3443600006,17563774.91,USD
Mock investor,Mock portfolio,JP3639650005,17218512.44,USD
Mock investor,Mock portfolio,JP3102000001,17091598.28,USD
Mock investor,Mock portfolio,JP3937200008,17059406.89,USD
Mock investor,Mock portfolio,JP3493800001,16900013.89,USD
Mock investor,Mock portfolio,JP3284600008,16706447.83,USD
Mock investor,Mock portfolio,JP3196000008,16564178.72,USD
Mock investor,Mock portfolio,JP3188200004,16447831.18,USD
Mock investor,Mock portfolio,JP3799000009,16418216.49,USD
Mock investor,Mock portfolio,JP3142500002,16155451.11,USD
Mock investor,Mock portfolio,JP3291200008,15966119.58,USD
Mock investor,Mock portfolio,JP3385890003,15944195.22,USD
Mock investor,Mock portfolio,JP3921290007,15846502.54,USD
Mock investor,Mock portfolio,JP3210200006,15619587.51,USD
Mock investor,Mock portfolio,JP3547670004,15566653.64,USD
Mock investor,Mock portfolio,JP3414750004,15231035.56,USD
Mock investor,Mock portfolio,JP3190000004,15200833.66,USD
Mock investor,Mock portfolio,JP3336560002,15168980.94,USD
Mock investor,Mock portfolio,JP3888300005,14964986.32,USD
Mock investor,Mock portfolio,JP3629000005,14867609.74,USD
Mock investor,Mock portfolio,JP3260800002,14562494.03,USD
Mock investor,Mock portfolio,JP3598600009,14532716.77,USD
Mock investor,Mock portfolio,JP3270000007,14200599.19,USD
Mock investor,Mock portfolio,JP3110650003,14065741.83,USD
Mock investor,Mock portfolio,JP3675600005,13981511.88,USD
Mock investor,Mock portfolio,JP3729400006,13783279.06,USD
Mock investor,Mock portfolio,JP3830000000,13747349.22,USD
Mock investor,Mock portfolio,JP3922950005,13656183.4,USD
Mock investor,Mock portfolio,JP3277800003,13652963.4,USD
Mock investor,Mock portfolio,JP3300200007,13613651.17,USD
Mock investor,Mock portfolio,JP3336000009,13364392.34,USD
Mock investor,Mock portfolio,JP3164630000,13357040.51,USD
Mock investor,Mock portfolio,JP3868400007,13231770.22,USD
Mock investor,Mock portfolio,JP3695200000,13135568.58,USD
Mock investor,Mock portfolio,JP3597800006,13060476.75,USD
Mock investor,Mock portfolio,JP3173540000,13011836.22,USD
Mock investor,Mock portfolio,JP3301100008,12780270.07,USD
Mock investor,Mock portfolio,JP3218900003,12512933,USD
Mock investor,Mock portfolio,JP3845770001,12461768.92,USD
Mock investor,Mock portfolio,JP3955000009,12450663.89,USD
Mock investor,Mock portfolio,JP3040880001,12426974.08,USD
Mock investor,Mock portfolio,JP3786200000,11991559.2,USD
Mock investor,Mock portfolio,JP3305990008,11933626.85,USD
Mock investor,Mock portfolio,JP3174410005,11901337.33,USD
Mock investor,Mock portfolio,JP3585800000,11876389.21,USD
Mock investor,Mock portfolio,JP3399310006,11806113.5,USD
Mock investor,Mock portfolio,JP3766550002,11781682.08,USD
Mock investor,Mock portfolio,JP3595200001,11700740.74,USD
Mock investor,Mock portfolio,JP3976300008,11624790.93,USD
Mock investor,Mock portfolio,JP3229400001,11610438.11,USD
Mock investor,Mock portfolio,JP3536150000,11504493.94,USD
Mock investor,Mock portfolio,JP3283650004,11457209.85,USD
Mock investor,Mock portfolio,JP3613000003,11421779.34,USD
Mock investor,Mock portfolio,JP3946750001,11225665.41,USD
Mock investor,Mock portfolio,JP3360800001,10938491.6,USD
Mock investor,Mock portfolio,JP3206000006,10898493.34,USD
Mock investor,Mock portfolio,JP3750500005,10701133.26,USD
Mock investor,Mock portfolio,JP3278600006,10608380.01,USD
Mock investor,Mock portfolio,JP3268950007,10447974.47,USD
Mock investor,Mock portfolio,JP3717600005,10426807.35,USD
Mock investor,Mock portfolio,JP3944130008,10415255.96,USD
Mock investor,Mock portfolio,JP3131090007,10387030.35,USD
Mock investor,Mock portfolio,JP3835630009,10383834.83,USD
Mock investor,Mock portfolio,JP3358800005,10358638.36,USD
Mock investor,Mock portfolio,JP3429800000,10145860.36,USD
Mock investor,Mock portfolio,JP3711600001,10049381.27,USD
Mock investor,Mock portfolio,JP3977400005,9888289.7,USD
Mock investor,Mock portfolio,JP3499800005,9889250.14,USD
Mock investor,Mock portfolio,JP3399400005,9875428.77,USD
Mock investor,Mock portfolio,JP3233250004,9759671.75,USD
Mock investor,Mock portfolio,JP3351200005,9620158.92,USD
Mock investor,Mock portfolio,JP3783420007,9504389.74,USD
Mock investor,Mock portfolio,JP3787000003,9401415.48,USD
Mock investor,Mock portfolio,JP3400400002,9388169.86,USD
Mock investor,Mock portfolio,JP3143900003,9385350.18,USD
Mock investor,Mock portfolio,JP3511800009,9199274.89,USD
Mock investor,Mock portfolio,JP3880800002,9150762.02,USD
Mock investor,Mock portfolio,JP3965400009,9085457.86,USD
Mock investor,Mock portfolio,JP3274280001,8950449.39,USD
Mock investor,Mock portfolio,JP3689500001,8872441.49,USD
Mock investor,Mock portfolio,JP3676800000,8648509.83,USD
Mock investor,Mock portfolio,JP3298400007,8644731.01,USD
Mock investor,Mock portfolio,JP3143000002,8570500.63,USD
Mock investor,Mock portfolio,JP3431900004,8540349.96,USD
Mock investor,Mock portfolio,JP3705200008,8350730.75,USD
Mock investor,Mock portfolio,JP3762900003,8226836,USD
Mock investor,Mock portfolio,JP3896800004,8124913.38,USD
Mock investor,Mock portfolio,JP3359600008,7416321.48,USD
Mock investor,Mock portfolio,JP3982100004,7217446.05,USD
Mock investor,Mock portfolio,JP3792600003,7203334.64,USD
Mock investor,Mock portfolio,JP3283460008,6996843.39,USD
Mock investor,Mock portfolio,JP3495000006,6270895.75,USD
Mock investor,Mock portfolio,US0669224778,6070000.01,USD
Mock investor,Mock portfolio,JP3424950008,5427119.97,USD
Mock investor,Mock portfolio,JP3442850008,5351786.72,USD
Mock investor,Mock portfolio,JP3855900001,4687831.18,USD
Mock investor,Mock portfolio,-,1306673.61,USD
Mock investor,Mock portfolio,-,0,USD
Mock investor,Mock portfolio,-,2.22,USD
Mock investor,Mock portfolio,-,-5119352.69,USD
Mock investor,Mock portfolio,NL0010273215,80953398.9,USD
Mock investor,Mock portfolio,NL0013654783,33885319.14,USD
Mock investor,Mock portfolio,NL0011821202,23536529.25,USD
Mock investor,Mock portfolio,NL0012969182,22395994.06,USD
Mock investor,Mock portfolio,NL0000009827,17513380.37,USD
Mock investor,Mock portfolio,NL0011794037,16958204.42,USD
Mock investor,Mock portfolio,NL0000395903,14514439.32,USD
Mock investor,Mock portfolio,NL0000009538,14148913,USD
Mock investor,Mock portfolio,NL0000009165,12474971.46,USD
Mock investor,Mock portfolio,NL0013267909,10580782.3,USD
Mock investor,Mock portfolio,NL0000334118,10490247.42,USD
Mock investor,Mock portfolio,NL0015000IY2,8195761.33,USD
Mock investor,Mock portfolio,NL0010773842,7809076.36,USD
Mock investor,Mock portfolio,NL0010801007,6741578.15,USD
Mock investor,Mock portfolio,GB00BDCPN049,5865490.96,USD
Mock investor,Mock portfolio,NL0000009082,5442811.34,USD
Mock investor,Mock portfolio,NL0012015705,5079370.86,USD
Mock investor,Mock portfolio,NL0000687663,4808173.74,USD
Mock investor,Mock portfolio,NL0000008977,4766549.52,USD
Mock investor,Mock portfolio,NL0000303709,4670128.57,USD
Mock investor,Mock portfolio,NL0000379121,4281681.27,USD
Mock investor,Mock portfolio,NL0000852564,3846333.71,USD
Mock investor,Mock portfolio,NL0011540547,3699617.69,USD
Mock investor,Mock portfolio,NL0012866412,3695577.44,USD
Mock investor,Mock portfolio,NL0011872643,3645195.66,USD
Mock investor,Mock portfolio,NL0011821392,3353887.53,USD
Mock investor,Mock portfolio,NL0006237562,2626819.46,USD
Mock investor,Mock portfolio,NL0011872650,2097342.51,USD
Mock investor,Mock portfolio,NL0010558797,2090707.27,USD
Mock investor,Mock portfolio,NL0000852523,2054948.26,USD
Mock investor,Mock portfolio,NL0010937058,2014713.56,USD
Mock investor,Mock portfolio,NL0010583399,1917209.48,USD
Mock investor,Mock portfolio,NL0009739416,1897896.12,USD
Mock investor,Mock portfolio,NL0009432491,1735841.64,USD
Mock investor,Mock portfolio,NL0000852580,1729136.91,USD
Mock investor,Mock portfolio,NL0014332678,1720514,USD
Mock investor,Mock portfolio,NL0012817175,1706586.09,USD
Mock investor,Mock portfolio,NL0000360618,1691108.85,USD
Mock investor,Mock portfolio,NL0009767532,1598157.2,USD
Mock investor,Mock portfolio,LU2290522684,1559486.49,USD
Mock investor,Mock portfolio,NL0015000K93,1355495.63,USD
Mock investor,Mock portfolio,NL0000888691,1332260.66,USD
Mock investor,Mock portfolio,NL0000337319,1312055.68,USD
Mock investor,Mock portfolio,NL0011279492,1267380.06,USD
Mock investor,Mock portfolio,NL0000302636,1143165.75,USD
Mock investor,Mock portfolio,NL0012365084,1135352.05,USD
Mock investor,Mock portfolio,NL0013332471,1107762.53,USD
Mock investor,Mock portfolio,NL00150003E1,1105315.57,USD
Mock investor,Mock portfolio,NL0000817179,952132.53,USD
Mock investor,Mock portfolio,NL0010391025,895732.69,USD
Mock investor,Mock portfolio,NL0000289213,805072.1,USD
Mock investor,Mock portfolio,NL0012747059,587391.09,USD
Mock investor,Mock portfolio,NL0000288918,503170.06,USD
Mock investor,Mock portfolio,NL0010776944,417719.94,USD
Mock investor,Mock portfolio,LU1789205884,384295.82,USD
Mock investor,Mock portfolio,NL0013654809,376896.51,USD
Mock investor,Mock portfolio,-,319405.97,USD
Mock investor,Mock portfolio,NL0011660485,286404.09,USD
Mock investor,Mock portfolio,NL0011832811,239116.64,USD
Mock investor,Mock portfolio,US0669224778,150000,USD
Mock investor,Mock portfolio,-,26155.6,USD
Mock investor,Mock portfolio,NL0000390706,0.72,USD
Mock investor,Mock portfolio,DE000C47BQN9,0,USD
Mock investor,Mock portfolio,-,-151691.73,USD
Mock investor,Mock portfolio,NZFAPE0001S2,27679614.84,USD
Mock investor,Mock portfolio,NZAIAE0002S6,14320900.46,USD
Mock investor,Mock portfolio,NZTELE0001S4,12619824.35,USD
Mock investor,Mock portfolio,NZMELE0002S7,9424392.11,USD
Mock investor,Mock portfolio,NZFBUE0001S0,6687547.13,USD
Mock investor,Mock portfolio,NZMRPE0001S2,6479379.99,USD
Mock investor,Mock portfolio,NZCENE0001S6,6361875.97,USD
Mock investor,Mock portfolio,NZIFTE0003S3,6244550.24,USD
Mock investor,Mock portfolio,NZATME0002S8,5913730.44,USD
Mock investor,Mock portfolio,NZRYME0001S4,5674132.38,USD
Mock investor,Mock portfolio,NZCNUE0001S2,5165741.9,USD
Mock investor,Mock portfolio,NZSUME0001S0,4863198.7,USD
Mock investor,Mock portfolio,NZCPTE0001S9,4687752.68,USD
Mock investor,Mock portfolio,NZSKCE0001S2,3894116.34,USD
Mock investor,Mock portfolio,NZAPTE0001S3,3523600.93,USD
Mock investor,Mock portfolio,NZZELE0001S1,3229913.57,USD
Mock investor,Mock portfolio,NZKPGE0001S9,3195568.09,USD
Mock investor,Mock portfolio,NZGNEE0001S7,2595377.98,USD
Mock investor,Mock portfolio,NZARGE0010S7,2491472.02,USD
Mock investor,Mock portfolio,NZPPHE0001S6,2254106.93,USD
Mock investor,Mock portfolio,NZOCAE0002S0,1843890.44,USD
Mock investor,Mock portfolio,NZAIRE0001S2,1706997.47,USD
Mock investor,Mock portfolio,NZSMLE0001S9,1007054.99,USD
Mock investor,Mock portfolio,US0669224778,70000,USD
Mock investor,Mock portfolio,-,37476.08,USD
Mock investor,Mock portfolio,-,29405.25,USD
Mock investor,Mock portfolio,-,-93.61,USD
Mock investor,Mock portfolio,-,-48179.95,USD
Mock investor,Mock portfolio,NO0010096985,7761750.16,USD
Mock investor,Mock portfolio,NO0010161896,6326109.57,USD
Mock investor,Mock portfolio,NO0010063308,3265083.61,USD
Mock investor,Mock portfolio,NO0005052605,3147632.06,USD
Mock investor,Mock portfolio,NO0003054108,3088361.45,USD
Mock investor,Mock portfolio,NO0005668905,2515613.67,USD
Mock investor,Mock portfolio,NO0010208051,2480520.62,USD
Mock investor,Mock portfolio,NO0003733800,2234285.65,USD
Mock investor,Mock portfolio,NO0003055501,1738359.55,USD
Mock investor,Mock portfolio,NO0010582521,1440944.17,USD
Mock investor,Mock portfolio,NO0003053605,1394167.66,USD
Mock investor,Mock portfolio,NO0010310956,1205616.5,USD
Mock investor,Mock portfolio,NO0010345853,1152489.75,USD
Mock investor,Mock portfolio,NO0010844038,1014348.43,USD
Mock investor,Mock portfolio,FO0000000179,987744.8,USD
Mock investor,Mock portfolio,NO0010736879,973418.23,USD
Mock investor,Mock portfolio,NO0003043309,860954.61,USD
Mock investor,Mock portfolio,NO0003028904,837262.39,USD
Mock investor,Mock portfolio,NO0010631567,802828.21,USD
Mock investor,Mock portfolio,NO0010081235,747929.5,USD
Mock investor,Mock portfolio,NO0010234552,722528.72,USD
Mock investor,Mock portfolio,NO0010657505,710033.45,USD
Mock investor,Mock portfolio,NO0003096208,691594.13,USD
Mock investor,Mock portfolio,NO0006390301,651299.46,USD
Mock investor,Mock portfolio,NO0010715139,612728.73,USD
Mock investor,Mock portfolio,NO0005806802,481251.17,USD
Mock investor,Mock portfolio,LU0075646355,478591.2,USD
Mock investor,Mock portfolio,NO0004822503,464328.5,USD
Mock investor,Mock portfolio,NO0010716418,428720.9,USD
Mock investor,Mock portfolio,NO0010823131,407870.88,USD
Mock investor,Mock portfolio,NO0010735343,376488.21,USD
Mock investor,Mock portfolio,NO0006000801,361564.2,USD
Mock investor,Mock portfolio,NO0010714785,350325.65,USD
Mock investor,Mock portfolio,BMG396372051,348887.68,USD
Mock investor,Mock portfolio,NO0003078800,337052.01,USD
Mock investor,Mock portfolio,NO0010808892,336311.76,USD
Mock investor,Mock portfolio,NO0010073489,326766.47,USD
